,0
0,-0.40622089745942064
1,2.084690986552742
2,2.465446915154739
3,3.3427357490580523
4,3.69899334693519
5,4.662771186820831
6,5.159833232013637
7,7.164984273834202
8,8.5782890113495
9,7.06845906855542
10,8.453147637672826
11,8.701592116100466
12,10.042090857481924
13,10.854045376907305
14,8.666351096519572
15,9.318800781726893
16,9.873326255664773
17,10.636957833531316
18,9.815791838305847
19,9.996313654671544
20,10.180585636589296
21,8.8615693565374
22,7.616449556397278
23,6.1456986013861155
24,8.27602922525095
25,4.66536424635146
26,5.218562444666452
27,4.220143287144108
28,3.5569422575904657
29,1.0653496599092724
30,2.4341622083506236
31,1.9301108981718835
32,-0.48473184677189685
33,-0.3898644946713954
34,-2.074456206300109
35,-3.638412831456826
36,-4.758711855461848
37,-4.928028769516962
38,-5.544665629850175
39,-5.930861764203444
40,-7.802645840451766
41,-9.561897969739075
42,-8.516075482320304
43,-8.748742544216125
44,-10.283384286410795
45,-10.361964571634363
46,-10.390356156030487
47,-11.99431379403411
48,-10.043220077897285
49,-9.913236259108945
50,-10.249401523661088
51,-10.646344328038975
52,-6.9429211934382
53,-7.465270623683568
54,-5.758229207167552
55,-7.313231908732572
56,-4.962321498308518
57,-5.623134560373306
58,-4.964367411875181
59,-3.84453607751692
60,-2.766184373072399
61,-2.511714721872141
62,-1.6281579882351327
63,-0.5379378716815968
64,-0.3201019154025784
65,2.0642064221897827
66,4.589753100643046
67,3.1432562262468307
68,6.1047562463413465
69,4.669784426019191
70,6.151287605592793
71,6.686694028439168
72,6.5632043308383965
73,7.061282711851064
74,7.282665933977207
75,9.968027649115973
76,9.206716600103153
77,11.447850813564196
78,10.321290122192387
79,9.744856290689675
80,9.949494549336166
81,10.879118100376203
82,6.963327740752077
83,10.158137421825424
84,9.882560705884895
85,7.890999980550386
86,6.788521937624493
87,6.764805299335881
88,5.335266751461669
89,5.039398980395775
90,2.796963830155741
91,4.1033069772297335
92,3.8653961910818673
93,-0.05449044177310447
94,1.4716034641183207
95,0.2735104650403106
96,-0.978190426279643
97,-2.6663875971655626
98,-3.7734481939471296
99,-3.392964486692
100,-5.280725863388015
101,-6.2583002840175475
102,-7.156051209039374
103,-8.680858875994419
104,-7.316195404873167
105,-7.3427938308956415
106,-8.971253260937722
107,-9.81704265508418
108,-10.544704937301647
109,-9.30277717805843
110,-9.024449260160567
111,-10.243213846534928
112,-11.705288142544324
113,-8.802878732002682
114,-8.159571865929491
115,-9.531617323172036
116,-8.15824635568153
117,-7.077072718954179
118,-5.620150103465594
119,-7.040954054634214
120,-5.513786137925932
121,-4.552574628206909
122,-2.2762301915943874
123,-1.388861428755092
124,-1.310745218953703
125,-2.455378980847141
126,0.5857302592753506
127,2.6199932993813086
128,2.4608970297871946
129,3.071028005907625
130,3.0646621237714564
131,6.688795214914877
132,6.293924562964993
133,6.166025677038943
134,8.265294898251819
135,6.930787151257423
136,7.515760584754933
137,10.299940834804271
138,9.715542127475027
139,9.981689134657763
140,10.563629436045193
141,9.920796747953512
142,11.345837660678546
143,9.76580701999448
144,10.635306182403662
145,9.754459808645484
146,10.355405725559221
147,8.030592781318578
148,6.699925715574156
149,7.073310773468558
150,7.639190013296046
151,7.162616501219026
152,4.825693159394324
153,3.867881270873486
154,2.796773709768696
155,4.324735907730653
156,1.613620412907283
157,2.0736558876586937
158,-1.603169379330029
159,-1.0369232380387934
160,-3.7193014378816502
161,-5.478402273118331
162,-6.145844346526449
163,-7.482302528804573
164,-7.185858502467538
165,-7.316189460287693
166,-6.650916740118927
167,-9.131701205469264
168,-7.9338174252183356
