,0
0,2.447103169336053
1,0.22222797852049506
2,-0.7830336070373289
3,5.790036788040376
4,7.136932234047186
5,0.04345219388319066
6,8.359090102056179
7,8.242438588557702
8,8.153438558201932
9,7.883037538260734
10,7.73749953873647
11,9.594415259126624
12,11.9387419102315
13,7.5339920379193535
14,13.625333790150211
15,13.634118637695401
16,13.56307532271563
17,11.04015185649305
18,7.175041424903
19,8.087086207482807
20,18.29702522295365
21,4.002671659004889
22,7.486600393695337
23,7.61387702752042
24,9.544462751992244
25,13.833133920368903
26,1.3631466966562464
27,2.3643907977677188
28,10.60905443982417
29,6.5164287096354565
30,2.8619600681122903
31,8.474560927843445
32,-0.3329446753809173
33,2.1934836196677283
34,6.401025508502496
35,-1.364640921950297
36,-0.6810334244526204
37,-3.6092341554804364
38,-2.828081517085844
39,-7.100926203582011
40,1.9140810353703976
41,-11.350727409575875
42,-5.593313879817889
43,-8.043791352208192
44,-5.5918033658759825
45,-0.4955072652159611
46,-11.404748898246623
47,-4.424459033802191
48,-2.1338013622084757
49,-10.291821027775788
50,-7.463861023556589
51,-6.090047842110873
52,-4.377012589638981
53,-1.909524093988093
54,2.395431530927927
55,1.5410294243342562
56,-3.608753426979793
57,2.582418573917992
58,-1.1376562253379507
59,5.254018524527501
60,-0.5123681193223879
61,1.4907586551296141
62,3.5838073973669458
63,4.5291176591739415
64,0.7564951800930908
65,8.568661807592814
66,9.693971846648884
67,12.733427736532594
68,18.967167471796856
69,7.819675508663575
70,17.603396375099663
71,17.297545152233397
72,18.019222398052428
73,16.532896946858546
74,18.98502762920576
75,12.020698978119349
76,15.274128593425978
77,19.823011418819284
78,21.579383700986916
79,14.608701246932892
80,10.673573155349267
81,18.655684664582935
82,15.577778944182253
83,17.15334165024956
84,19.37103356063775
85,14.80877549319965
86,20.762399660535372
87,14.940488386180117
88,12.968339928096453
89,14.914361272370627
90,12.800468448431088
91,11.28085363057427
92,15.267015612797818
93,6.990328280992667
94,11.397729203621388
95,13.598740022240541
96,11.101549066952241
97,1.2274658812379027
98,5.675956187952234
99,3.379468903328993
100,1.71144755415364
101,14.677988721910056
102,5.231105679084231
103,5.821044399734546
104,6.531489887719017
105,4.940370903601259
106,-0.14347035244740347
107,-2.45482904189209
108,-0.7077645273488109
109,4.8039805625794445
110,1.122399214428409
111,0.3022828836598208
112,3.7458735479973724
113,2.7177540863426763
114,1.8298726210805558
115,5.718747778161056
116,5.626084155366691
117,7.171912519295132
118,6.059831488177272
119,6.147256995439137
120,8.683760912049681
121,6.348921434030976
122,4.485239698071846
123,9.174846212157776
124,12.160598157993682
125,6.894318211352286
126,8.071181052223427
127,11.388317756275805
128,11.45786201312196
129,17.26214567316077
130,18.34745373313567
131,19.990043893194972
132,19.85109656571886
133,22.54380937368512
134,14.432158876464463
135,19.952265815916206
136,26.919436276751693
137,20.81835592472078
138,19.3016905207326
139,26.41156336561636
140,24.7188130838756
141,27.56228309214924
142,24.980672917403716
143,25.134417522521908
144,24.7298448468269
145,22.349684675089588
146,22.82078567634341
147,16.557721470069662
148,23.35202466902942
149,21.77340148054817
150,21.705440828580013
151,23.06370484519905
152,16.633595571926573
153,19.87970957355316
154,16.825613506660073
155,13.71192619184998
156,18.181240204130326
157,13.891631128840503
158,10.992241670323464
159,17.00631271515164
160,11.183952515536939
161,7.621439881824578
162,11.732815219845602
163,9.441312975553833
164,9.37024801625143
165,6.002942002335734
166,9.425315905077426
167,11.760336809061215
168,7.320142037765267
169,10.072104309374819
170,11.571212327523936
171,7.2789681268346715
172,10.012845915935554
173,4.403087930494273
174,8.182843568333006
175,7.41359117610212
176,9.898919418571012
177,9.510932818599517
178,8.540161480432099
179,8.13072481786289
180,7.4524953907920395
181,11.283497197774865
182,11.67829902176397
183,11.102143296323145
184,10.975019372289099
185,8.240125085549522
186,19.280018356726288
187,18.65369801109188
188,15.36244588509078
189,16.077350871054488
190,24.53095228122524
191,17.422088196051526
192,20.63812116877584
193,23.027279980827345
194,23.594443494444057
195,20.26949272560899
196,30.23075557162365
197,25.740740012578122
198,30.233832459518755
199,27.947419972164532
200,32.745928657025786
201,27.809572604468535
202,33.86654706118997
203,31.215350597532684
204,29.671493512362183
205,32.95496365497836
206,29.67813396019149
207,29.77045981123527
208,27.59018410695149
209,33.47342238216331
210,30.181125832877488
211,32.29883759468508
212,29.48944135252264
213,30.64203014215045
214,24.52333473766081
215,27.49864873896057
216,24.464790221200886
217,24.05923909168507
218,26.672809291010086
219,26.451135853534346
220,23.399001336362744
221,17.819020607351504
222,17.847949979839807
223,16.483254660784702
224,19.090906075626503
225,18.169222691566503
226,19.49985788663946
227,9.887297040995712
228,14.411481025975375
229,10.533224911025187
230,13.085897603313994
231,15.012447965367166
232,13.828912878110307
233,16.26478359968575
234,11.5714699898122
235,14.818666136117773
236,11.810499989488205
237,17.238419968990762
238,12.807747893558858
239,15.35559605003544
240,16.566690956838613
241,18.575008820874345
242,15.557650339714487
243,19.631349251447915
244,21.1696370418592
245,18.65102135810629
246,19.65382395091946
247,14.41095168543949
248,25.25743370306043
249,19.30581775222828
250,23.116828249849366
251,20.98577422975334
252,24.858519975000732
253,26.31714371104798
254,23.478415653502918
255,33.71770794292713
256,27.045377281693913
257,30.530873670176696
258,30.916363607062394
259,33.51000727720281
260,33.00220299485218
261,30.15530089501611
262,34.96865376064208
263,37.44811191869484
264,34.852151000478756
265,38.97561266330864
266,34.9781515827234
267,35.39940355030258
268,38.19194206780328
269,37.9169720940384
270,35.92024543394582
271,35.76893873716463
272,42.42494147924944
273,30.199778614884814
274,36.43087949756651
275,40.513180483913104
276,36.692893948872765
277,33.65302320385785
278,29.79466337652129
279,28.731302445925767
280,30.115182725696627
281,23.31046586810815
282,27.54257971143566
283,26.064465440305003
284,26.522429157604833
285,23.406612189192415
286,26.32067697128949
287,22.867205527040046
288,21.91797047878599
289,26.67066213561859
290,18.255402879571456
291,21.570989842945146
292,22.938736642308374
293,16.586765853761598
294,16.34894706667516
295,21.212993121383846
296,19.779348543814567
297,15.93307575014808
298,23.448533907579627
299,19.38896130228806
300,18.35260645103122
301,20.74981705032389
302,26.91269140560722
303,23.313190609376516
304,19.704136955131954
305,24.395264584980062
306,28.71586539872463
307,21.61422917782614
308,25.22849510755055
309,28.98161801796237
310,30.6123331267255
311,29.11247769148202
312,27.391372586679868
313,29.54714907441704
314,28.552534486420324
315,29.288887098461444
316,38.51057034115386
